class_index,synset,wordnet_id,gloss,wikilinks,supercategory,val_sample_paths
926,"hot pot, hotpot",n07590611,a stew of meat and potatoes cooked in a tightly covered pot,['https://en.wikipedia.org/wiki/Hot_pot'],"Food, plants, fungi","['ILSVRC2012_val_00046256.JPEG', 'ILSVRC2012_val_00041059.JPEG', 'ILSVRC2012_val_00037664.JPEG', 'ILSVRC2012_val_00049154.JPEG', 'ILSVRC2012_val_00028398.JPEG']"
927,trifle,n07613480,"a cold pudding made of layers of sponge cake spread with fruit or jelly; may be decorated with nuts, cream, or chocolate",['https://en.wikipedia.org/wiki/Trifle'],"Food, plants, fungi","['ILSVRC2012_val_00044255.JPEG', 'ILSVRC2012_val_00004874.JPEG', 'ILSVRC2012_val_00015142.JPEG', 'ILSVRC2012_val_00024945.JPEG', 'ILSVRC2012_val_00015261.JPEG']"
928,"ice cream, icecream",n07614500,frozen dessert containing cream and sugar and flavoring,['https://en.wikipedia.org/wiki/Ice_cream'],"Food, plants, fungi","['ILSVRC2012_val_00001233.JPEG', 'ILSVRC2012_val_00000574.JPEG', 'ILSVRC2012_val_00018086.JPEG', 'ILSVRC2012_val_00008598.JPEG', 'ILSVRC2012_val_00030846.JPEG']"
929,"ice lolly, lolly, lollipop, popsicle",n07615774,"ice cream or water ice on a small wooden stick; ""in England a popsicle is called an ice lolly""",['https://en.wikipedia.org/wiki/Lollipop'],"Food, plants, fungi","['ILSVRC2012_val_00023996.JPEG', 'ILSVRC2012_val_00003471.JPEG', 'ILSVRC2012_val_00033375.JPEG', 'ILSVRC2012_val_00028426.JPEG', 'ILSVRC2012_val_00031757.JPEG']"
930,French loaf,n07684084,a loaf of French bread,['https://en.wikipedia.org/wiki/Baguette'],"Food, plants, fungi","['ILSVRC2012_val_00003329.JPEG', 'ILSVRC2012_val_00049497.JPEG', 'ILSVRC2012_val_00030359.JPEG', 'ILSVRC2012_val_00005025.JPEG', 'ILSVRC2012_val_00046840.JPEG']"
931,"bagel, beigel",n07693725,(Yiddish) glazed yeast-raised doughnut-shaped roll with hard crust,['https://en.wikipedia.org/wiki/Bagel'],"Food, plants, fungi","['ILSVRC2012_val_00009646.JPEG', 'ILSVRC2012_val_00044905.JPEG', 'ILSVRC2012_val_00018883.JPEG', 'ILSVRC2012_val_00044299.JPEG', 'ILSVRC2012_val_00001405.JPEG']"
932,pretzel,n07695742,glazed and salted cracker typically in the shape of a loose knot,['https://en.wikipedia.org/wiki/Pretzel'],"Food, plants, fungi","['ILSVRC2012_val_00001967.JPEG', 'ILSVRC2012_val_00017047.JPEG', 'ILSVRC2012_val_00007024.JPEG', 'ILSVRC2012_val_00008100.JPEG', 'ILSVRC2012_val_00004887.JPEG']"
933,cheeseburger,n07697313,a hamburger with melted cheese on it,['https://en.wikipedia.org/wiki/Cheeseburger'],"Food, plants, fungi","['ILSVRC2012_val_00018040.JPEG', 'ILSVRC2012_val_00002753.JPEG', 'ILSVRC2012_val_00008200.JPEG', 'ILSVRC2012_val_00049457.JPEG', 'ILSVRC2012_val_00037389.JPEG']"
934,"hotdog, hot dog, red hot",n07697537,a frankfurter served hot on a bun,['https://en.wikipedia.org/wiki/Hot_dog'],"Food, plants, fungi","['ILSVRC2012_val_00023660.JPEG', 'ILSVRC2012_val_00000197.JPEG', 'ILSVRC2012_val_00034311.JPEG', 'ILSVRC2012_val_00010271.JPEG', 'ILSVRC2012_val_00049219.JPEG']"
935,mashed potato,n07711569,potato that has been peeled and boiled and then mashed,['https://en.wikipedia.org/wiki/Mashed_potato'],"Food, plants, fungi","['ILSVRC2012_val_00009675.JPEG', 'ILSVRC2012_val_00017925.JPEG', 'ILSVRC2012_val_00048222.JPEG', 'ILSVRC2012_val_00012168.JPEG', 'ILSVRC2012_val_00021770.JPEG']"
936,head cabbage,n07714571,any of several varieties of cabbage having a large compact globular head; may be steamed or boiled or stir-fried or used raw in coleslaw,['https://en.wikipedia.org/wiki/Cabbage'],"Food, plants, fungi","['ILSVRC2012_val_00025211.JPEG', 'ILSVRC2012_val_00033354.JPEG', 'ILSVRC2012_val_00004936.JPEG', 'ILSVRC2012_val_00015437.JPEG', 'ILSVRC2012_val_00014761.JPEG']"
937,broccoli,n07714990,branched green undeveloped flower heads,['https://en.wikipedia.org/wiki/Broccoli'],"Food, plants, fungi","['ILSVRC2012_val_00017318.JPEG', 'ILSVRC2012_val_00004241.JPEG', 'ILSVRC2012_val_00017289.JPEG', 'ILSVRC2012_val_00048630.JPEG', 'ILSVRC2012_val_00000165.JPEG']"
938,cauliflower,n07715103,compact head of white undeveloped flowers,['https://en.wikipedia.org/wiki/Cauliflower'],"Food, plants, fungi","['ILSVRC2012_val_00010591.JPEG', 'ILSVRC2012_val_00034930.JPEG', 'ILSVRC2012_val_00028394.JPEG', 'ILSVRC2012_val_00010651.JPEG', 'ILSVRC2012_val_00005776.JPEG']"
939,"zucchini, courgette",n07716358,small cucumber-shaped vegetable marrow; typically dark green,['https://en.wikipedia.org/wiki/Zucchini'],"Food, plants, fungi","['ILSVRC2012_val_00038310.JPEG', 'ILSVRC2012_val_00017362.JPEG', 'ILSVRC2012_val_00010520.JPEG', 'ILSVRC2012_val_00024556.JPEG', 'ILSVRC2012_val_00026318.JPEG']"
940,spaghetti squash,n07716906,medium-sized oval squash with flesh in the form of strings that resemble spaghetti,['https://en.wikipedia.org/wiki/Spaghetti_squash'],"Food, plants, fungi","['ILSVRC2012_val_00019550.JPEG', 'ILSVRC2012_val_00006018.JPEG', 'ILSVRC2012_val_00024988.JPEG', 'ILSVRC2012_val_00000886.JPEG', 'ILSVRC2012_val_00013692.JPEG']"
941,acorn squash,n07717410,small dark green or yellow ribbed squash with yellow to orange flesh,['https://en.wikipedia.org/wiki/Acorn_squash'],"Food, plants, fungi","['ILSVRC2012_val_00020547.JPEG', 'ILSVRC2012_val_00043596.JPEG', 'ILSVRC2012_val_00016533.JPEG', 'ILSVRC2012_val_00015486.JPEG', 'ILSVRC2012_val_00042453.JPEG']"
942,butternut squash,n07717556,buff-colored squash with a long usually straight neck and sweet orange flesh,['https://en.wikipedia.org/wiki/Butternut_squash'],"Food, plants, fungi","['ILSVRC2012_val_00035002.JPEG', 'ILSVRC2012_val_00021097.JPEG', 'ILSVRC2012_val_00001507.JPEG', 'ILSVRC2012_val_00037725.JPEG', 'ILSVRC2012_val_00015447.JPEG']"
943,"cucumber, cuke",n07718472,cylindrical green fruit with thin green rind and white flesh eaten as a vegetable; related to melons,['https://en.wikipedia.org/wiki/Cucumber'],"Food, plants, fungi","['ILSVRC2012_val_00047851.JPEG', 'ILSVRC2012_val_00018495.JPEG', 'ILSVRC2012_val_00047407.JPEG', 'ILSVRC2012_val_00036275.JPEG', 'ILSVRC2012_val_00010188.JPEG']"
944,"artichoke, globe artichoke",n07718747,a thistlelike flower head with edible fleshy leaves and heart,['https://en.wikipedia.org/wiki/Artichoke'],"Food, plants, fungi","['ILSVRC2012_val_00047448.JPEG', 'ILSVRC2012_val_00011521.JPEG', 'ILSVRC2012_val_00026330.JPEG', 'ILSVRC2012_val_00036599.JPEG', 'ILSVRC2012_val_00039289.JPEG']"
945,bell pepper,n07720875,large bell-shaped sweet pepper in green or red or yellow or orange or black varieties,['https://en.wikipedia.org/wiki/Bell_pepper'],"Food, plants, fungi","['ILSVRC2012_val_00042960.JPEG', 'ILSVRC2012_val_00048000.JPEG', 'ILSVRC2012_val_00047598.JPEG', 'ILSVRC2012_val_00031647.JPEG', 'ILSVRC2012_val_00047797.JPEG']"
946,cardoon,n07730033,only parts eaten are roots and especially stalks (blanched and used as celery); related to artichokes,['https://en.wikipedia.org/wiki/Cardoon'],"Food, plants, fungi","['ILSVRC2012_val_00035924.JPEG', 'ILSVRC2012_val_00043178.JPEG', 'ILSVRC2012_val_00010660.JPEG', 'ILSVRC2012_val_00006475.JPEG', 'ILSVRC2012_val_00005646.JPEG']"
947,mushroom,n07734744,fleshy body of any of numerous edible fungi,['https://en.wikipedia.org/wiki/Mushroom'],"Food, plants, fungi","['ILSVRC2012_val_00022068.JPEG', 'ILSVRC2012_val_00007003.JPEG', 'ILSVRC2012_val_00040527.JPEG', 'ILSVRC2012_val_00031175.JPEG', 'ILSVRC2012_val_00028371.JPEG']"
948,Granny Smith,n07742313,apple with a green skin and hard tart flesh,['https://en.wikipedia.org/wiki/Granny_Smith'],"Food, plants, fungi","['ILSVRC2012_val_00008128.JPEG', 'ILSVRC2012_val_00031019.JPEG', 'ILSVRC2012_val_00012279.JPEG', 'ILSVRC2012_val_00038184.JPEG', 'ILSVRC2012_val_00033504.JPEG']"
949,strawberry,n07745940,sweet fleshy red fruit,['https://en.wikipedia.org/wiki/Strawberry'],"Food, plants, fungi","['ILSVRC2012_val_00017534.JPEG', 'ILSVRC2012_val_00040989.JPEG', 'ILSVRC2012_val_00012728.JPEG', 'ILSVRC2012_val_00005066.JPEG', 'ILSVRC2012_val_00013499.JPEG']"
950,orange,n07747607,round yellow to orange fruit of any of several citrus trees,['https://en.wikipedia.org/wiki/Orange_(fruit)'],"Food, plants, fungi","['ILSVRC2012_val_00033807.JPEG', 'ILSVRC2012_val_00029447.JPEG', 'ILSVRC2012_val_00039277.JPEG', 'ILSVRC2012_val_00042291.JPEG', 'ILSVRC2012_val_00021528.JPEG']"
951,lemon,n07749582,yellow oval fruit with juicy acidic flesh,['https://en.wikipedia.org/wiki/Lemon'],"Food, plants, fungi","['ILSVRC2012_val_00017842.JPEG', 'ILSVRC2012_val_00033722.JPEG', 'ILSVRC2012_val_00018769.JPEG', 'ILSVRC2012_val_00038212.JPEG', 'ILSVRC2012_val_00035888.JPEG']"
952,fig,n07753113,fleshy sweet pear-shaped yellowish or purple multiple fruit eaten fresh or preserved or dried,['https://en.wikipedia.org/wiki/Common_fig'],"Food, plants, fungi","['ILSVRC2012_val_00017659.JPEG', 'ILSVRC2012_val_00018524.JPEG', 'ILSVRC2012_val_00019397.JPEG', 'ILSVRC2012_val_00033680.JPEG', 'ILSVRC2012_val_00036214.JPEG']"
953,"pineapple, ananas",n07753275,large sweet fleshy tropical fruit with a terminal tuft of stiff leaves; widely cultivated,['https://en.wikipedia.org/wiki/Pineapple'],"Food, plants, fungi","['ILSVRC2012_val_00045670.JPEG', 'ILSVRC2012_val_00025281.JPEG', 'ILSVRC2012_val_00004198.JPEG', 'ILSVRC2012_val_00020751.JPEG', 'ILSVRC2012_val_00014851.JPEG']"
954,banana,n07753592,elongated crescent-shaped yellow fruit with soft sweet flesh,['https://en.wikipedia.org/wiki/Banana'],"Food, plants, fungi","['ILSVRC2012_val_00029906.JPEG', 'ILSVRC2012_val_00021098.JPEG', 'ILSVRC2012_val_00001849.JPEG', 'ILSVRC2012_val_00045425.JPEG', 'ILSVRC2012_val_00043785.JPEG']"
955,"jackfruit, jak, jack",n07754684,immense East Indian fruit resembling breadfruit; it contains an edible pulp and nutritious seeds that are commonly roasted,['https://en.wikipedia.org/wiki/Jackfruit'],"Food, plants, fungi","['ILSVRC2012_val_00022511.JPEG', 'ILSVRC2012_val_00033779.JPEG', 'ILSVRC2012_val_00007797.JPEG', 'ILSVRC2012_val_00007036.JPEG', 'ILSVRC2012_val_00006123.JPEG']"
956,custard apple,n07760859,the fruit of any of several tropical American trees of the genus Annona having soft edible pulp,['https://en.wikipedia.org/wiki/Custard_apple'],"Food, plants, fungi","['ILSVRC2012_val_00025101.JPEG', 'ILSVRC2012_val_00016524.JPEG', 'ILSVRC2012_val_00047640.JPEG', 'ILSVRC2012_val_00049677.JPEG', 'ILSVRC2012_val_00043938.JPEG']"
957,pomegranate,n07768694,large globular fruit having many seeds with juicy red pulp in a tough brownish-red rind,['https://en.wikipedia.org/wiki/Pomegranate'],"Food, plants, fungi","['ILSVRC2012_val_00012753.JPEG', 'ILSVRC2012_val_00004347.JPEG', 'ILSVRC2012_val_00041999.JPEG', 'ILSVRC2012_val_00036732.JPEG', 'ILSVRC2012_val_00014811.JPEG']"
958,hay,n07802026,grass mowed and cured for use as fodder,['https://en.wikipedia.org/wiki/Hay'],"Food, plants, fungi","['ILSVRC2012_val_00015652.JPEG', 'ILSVRC2012_val_00018231.JPEG', 'ILSVRC2012_val_00010439.JPEG', 'ILSVRC2012_val_00042652.JPEG', 'ILSVRC2012_val_00033868.JPEG']"
959,carbonara,n07831146,sauce for pasta; contains eggs and bacon or ham and grated cheese,['https://en.wikipedia.org/wiki/Carbonara'],"Food, plants, fungi","['ILSVRC2012_val_00031662.JPEG', 'ILSVRC2012_val_00000378.JPEG', 'ILSVRC2012_val_00013137.JPEG', 'ILSVRC2012_val_00021338.JPEG', 'ILSVRC2012_val_00000646.JPEG']"
960,"chocolate sauce, chocolate syrup",n07836838,sauce made with unsweetened chocolate or cocoa and sugar and water,['https://en.wikipedia.org/wiki/Chocolate_syrup'],"Food, plants, fungi","['ILSVRC2012_val_00049163.JPEG', 'ILSVRC2012_val_00002949.JPEG', 'ILSVRC2012_val_00026528.JPEG', 'ILSVRC2012_val_00043992.JPEG', 'ILSVRC2012_val_00043091.JPEG']"
961,dough,n07860988,a flour mixture stiff enough to knead or roll,['https://en.wikipedia.org/wiki/Dough'],"Food, plants, fungi","['ILSVRC2012_val_00039234.JPEG', 'ILSVRC2012_val_00035491.JPEG', 'ILSVRC2012_val_00019221.JPEG', 'ILSVRC2012_val_00045780.JPEG', 'ILSVRC2012_val_00033051.JPEG']"
962,"meat loaf, meatloaf",n07871810,a baked loaf of ground meat,['https://en.wikipedia.org/wiki/Meatloaf'],"Food, plants, fungi","['ILSVRC2012_val_00032143.JPEG', 'ILSVRC2012_val_00015361.JPEG', 'ILSVRC2012_val_00037774.JPEG', 'ILSVRC2012_val_00012785.JPEG', 'ILSVRC2012_val_00047989.JPEG']"
963,"pizza, pizza pie",n07873807,Italian open pie made of thin bread dough spread with a spiced mixture of e.g. tomato sauce and cheese,['https://en.wikipedia.org/wiki/Pizza'],"Food, plants, fungi","['ILSVRC2012_val_00011937.JPEG', 'ILSVRC2012_val_00006414.JPEG', 'ILSVRC2012_val_00049169.JPEG', 'ILSVRC2012_val_00006581.JPEG', 'ILSVRC2012_val_00032426.JPEG']"
964,potpie,n07875152,deep-dish meat and vegetable pie or a meat stew with dumplings,['https://en.wikipedia.org/wiki/Pot_pie'],"Food, plants, fungi","['ILSVRC2012_val_00023843.JPEG', 'ILSVRC2012_val_00014625.JPEG', 'ILSVRC2012_val_00033124.JPEG', 'ILSVRC2012_val_00013001.JPEG', 'ILSVRC2012_val_00037968.JPEG']"
965,burrito,n07880968,a flour tortilla folded around a filling,['https://en.wikipedia.org/wiki/Burrito'],"Food, plants, fungi","['ILSVRC2012_val_00002677.JPEG', 'ILSVRC2012_val_00043574.JPEG', 'ILSVRC2012_val_00043411.JPEG', 'ILSVRC2012_val_00016592.JPEG', 'ILSVRC2012_val_00024099.JPEG']"
966,red wine,n07892512,wine having a red color derived from skins of dark-colored grapes,['https://en.wikipedia.org/wiki/Red_wine'],"Food, plants, fungi","['ILSVRC2012_val_00039879.JPEG', 'ILSVRC2012_val_00033630.JPEG', 'ILSVRC2012_val_00022340.JPEG', 'ILSVRC2012_val_00019963.JPEG', 'ILSVRC2012_val_00024001.JPEG']"
967,espresso,n07920052,strong black coffee brewed by forcing hot water under pressure through finely ground coffee beans,['https://en.wikipedia.org/wiki/Espresso'],"Food, plants, fungi","['ILSVRC2012_val_00022584.JPEG', 'ILSVRC2012_val_00013375.JPEG', 'ILSVRC2012_val_00045386.JPEG', 'ILSVRC2012_val_00023051.JPEG', 'ILSVRC2012_val_00002934.JPEG']"
968,cup,n07930864,a punch served in a pitcher instead of a punch bowl,['https://en.wikipedia.org/wiki/Cup'],"Food, plants, fungi","['ILSVRC2012_val_00003109.JPEG', 'ILSVRC2012_val_00026197.JPEG', 'ILSVRC2012_val_00001726.JPEG', 'ILSVRC2012_val_00002369.JPEG', 'ILSVRC2012_val_00033139.JPEG']"
969,eggnog,n07932039,a punch made of sweetened milk or cream mixed with eggs and usually alcoholic liquor,['https://en.wikipedia.org/wiki/Eggnog'],"Food, plants, fungi","['ILSVRC2012_val_00035443.JPEG', 'ILSVRC2012_val_00011632.JPEG', 'ILSVRC2012_val_00028866.JPEG', 'ILSVRC2012_val_00020391.JPEG', 'ILSVRC2012_val_00017072.JPEG']"
970,alp,n09193705,any high mountain,['https://en.wikipedia.org/wiki/Alpine_transhumance'],"Structures, furnishing","['ILSVRC2012_val_00025919.JPEG', 'ILSVRC2012_val_00048674.JPEG', 'ILSVRC2012_val_00003084.JPEG', 'ILSVRC2012_val_00042956.JPEG', 'ILSVRC2012_val_00035187.JPEG']"
971,bubble,n09229709,"a hollow globule of gas (e.g., air or carbon dioxide)",['https://en.wikipedia.org/wiki/Bubble_(physics)'],"Implements, containers, misc. objects","['ILSVRC2012_val_00026688.JPEG', 'ILSVRC2012_val_00003925.JPEG', 'ILSVRC2012_val_00027284.JPEG', 'ILSVRC2012_val_00014026.JPEG', 'ILSVRC2012_val_00031968.JPEG']"
972,"cliff, drop, drop-off",n09246464,"a steep high face of rock; ""he stood on a high cliff overlooking the town""; ""a steep drop""",['https://en.wikipedia.org/wiki/Cliff'],"Structures, furnishing","['ILSVRC2012_val_00024591.JPEG', 'ILSVRC2012_val_00013282.JPEG', 'ILSVRC2012_val_00026519.JPEG', 'ILSVRC2012_val_00009311.JPEG', 'ILSVRC2012_val_00015613.JPEG']"
973,coral reef,n09256479,a reef consisting of coral consolidated into limestone,['https://en.wikipedia.org/wiki/Coral_reef'],"Structures, furnishing","['ILSVRC2012_val_00021830.JPEG', 'ILSVRC2012_val_00010141.JPEG', 'ILSVRC2012_val_00015003.JPEG', 'ILSVRC2012_val_00017232.JPEG', 'ILSVRC2012_val_00017667.JPEG']"
974,geyser,n09288635,a spring that discharges hot water and steam,['https://en.wikipedia.org/wiki/Geyser'],"Structures, furnishing","['ILSVRC2012_val_00034451.JPEG', 'ILSVRC2012_val_00010873.JPEG', 'ILSVRC2012_val_00038012.JPEG', 'ILSVRC2012_val_00001270.JPEG', 'ILSVRC2012_val_00014141.JPEG']"
975,"lakeside, lakeshore",n09332890,the shore of a lake,['https://en.wikipedia.org/wiki/Lake'],"Structures, furnishing","['ILSVRC2012_val_00003311.JPEG', 'ILSVRC2012_val_00010179.JPEG', 'ILSVRC2012_val_00004541.JPEG', 'ILSVRC2012_val_00030048.JPEG', 'ILSVRC2012_val_00039635.JPEG']"
976,"promontory, headland, head, foreland",n09399592,a natural elevation (especially a rocky one that juts out into the sea),['https://en.wikipedia.org/wiki/Headland'],"Structures, furnishing","['ILSVRC2012_val_00029755.JPEG', 'ILSVRC2012_val_00003374.JPEG', 'ILSVRC2012_val_00008034.JPEG', 'ILSVRC2012_val_00016954.JPEG', 'ILSVRC2012_val_00039874.JPEG']"
977,"sandbar, sand bar",n09421951,a bar of sand,['https://en.wikipedia.org/wiki/Shoal'],"Structures, furnishing","['ILSVRC2012_val_00049720.JPEG', 'ILSVRC2012_val_00016086.JPEG', 'ILSVRC2012_val_00017102.JPEG', 'ILSVRC2012_val_00047284.JPEG', 'ILSVRC2012_val_00023410.JPEG']"
978,"seashore, coast, seacoast, sea-coast",n09428293,the shore of a sea or ocean,['https://en.wikipedia.org/wiki/Coast'],"Structures, furnishing","['ILSVRC2012_val_00027755.JPEG', 'ILSVRC2012_val_00008147.JPEG', 'ILSVRC2012_val_00035892.JPEG', 'ILSVRC2012_val_00002544.JPEG', 'ILSVRC2012_val_00041638.JPEG']"
979,"valley, vale",n09468604,a long depression in the surface of the land that usually contains a river,['https://en.wikipedia.org/wiki/Valley'],"Structures, furnishing","['ILSVRC2012_val_00008318.JPEG', 'ILSVRC2012_val_00031258.JPEG', 'ILSVRC2012_val_00025327.JPEG', 'ILSVRC2012_val_00001829.JPEG', 'ILSVRC2012_val_00039403.JPEG']"
980,volcano,n09472597,a mountain formed by volcanic material,['https://en.wikipedia.org/wiki/Volcano'],"Structures, furnishing","['ILSVRC2012_val_00037497.JPEG', 'ILSVRC2012_val_00025936.JPEG', 'ILSVRC2012_val_00038541.JPEG', 'ILSVRC2012_val_00034348.JPEG', 'ILSVRC2012_val_00018560.JPEG']"
981,"ballplayer, baseball player",n09835506,an athlete who plays baseball,['https://en.wikipedia.org/wiki/Baseball#Players'],"Implements, containers, misc. objects","['ILSVRC2012_val_00025002.JPEG', 'ILSVRC2012_val_00034949.JPEG', 'ILSVRC2012_val_00043086.JPEG', 'ILSVRC2012_val_00032275.JPEG', 'ILSVRC2012_val_00005037.JPEG']"
982,"groom, bridegroom",n10148035,a man participant in his own marriage ceremony,['https://en.wikipedia.org/wiki/Bridegroom'],"Implements, containers, misc. objects","['ILSVRC2012_val_00014714.JPEG', 'ILSVRC2012_val_00009603.JPEG', 'ILSVRC2012_val_00041226.JPEG', 'ILSVRC2012_val_00028904.JPEG', 'ILSVRC2012_val_00006461.JPEG']"
983,scuba diver,n10565667,an underwater diver who uses scuba gear,['https://en.wikipedia.org/wiki/Scuba_diving'],"Implements, containers, misc. objects","['ILSVRC2012_val_00026867.JPEG', 'ILSVRC2012_val_00043031.JPEG', 'ILSVRC2012_val_00033855.JPEG', 'ILSVRC2012_val_00028903.JPEG', 'ILSVRC2012_val_00046317.JPEG']"
984,rapeseed,n11879895,seed of rape plants; source of an edible oil,['https://en.wikipedia.org/wiki/Rapeseed'],"Food, plants, fungi","['ILSVRC2012_val_00048798.JPEG', 'ILSVRC2012_val_00043005.JPEG', 'ILSVRC2012_val_00030171.JPEG', 'ILSVRC2012_val_00021912.JPEG', 'ILSVRC2012_val_00044663.JPEG']"
985,daisy,n11939491,any of numerous composite plants having flower heads with well-developed ray flowers usually arranged in a single whorl,['https://en.wikipedia.org/wiki/Bellis_perennis'],"Food, plants, fungi","['ILSVRC2012_val_00005069.JPEG', 'ILSVRC2012_val_00008445.JPEG', 'ILSVRC2012_val_00035413.JPEG', 'ILSVRC2012_val_00013146.JPEG', 'ILSVRC2012_val_00004920.JPEG']"
986,"yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum",n12057211,"maroon to purple-brown orchid with yellow lip; Europe, North America and Japan",['https://en.wikipedia.org/wiki/Cypripedium_calceolus'],"Food, plants, fungi","['ILSVRC2012_val_00044783.JPEG', 'ILSVRC2012_val_00046270.JPEG', 'ILSVRC2012_val_00048869.JPEG', 'ILSVRC2012_val_00017514.JPEG', 'ILSVRC2012_val_00049906.JPEG']"
987,corn,n12144580,the dried grains or kernels or corn used as animal feed or ground for meal,['https://en.wikipedia.org/wiki/Maize'],"Food, plants, fungi","['ILSVRC2012_val_00024171.JPEG', 'ILSVRC2012_val_00020565.JPEG', 'ILSVRC2012_val_00017074.JPEG', 'ILSVRC2012_val_00000632.JPEG', 'ILSVRC2012_val_00030375.JPEG']"
